%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1531943810883316762,2310,1531943810882826784,base_link,97310.4980469,0.0
1531943810958577559,2311,1531943810958133181,base_link,97310.4980469,0.0
1531943811062952770,2312,1531943811061840688,base_link,97329.1931152,0.0
1531943811153503583,2313,1531943811153166979,base_link,97341.6931152,0.0
1531943811245127118,2314,1531943811244522581,base_link,97329.2236328,0.0
1531943811366198181,2315,1531943811365744011,base_link,97313.0004883,0.0
1531943811483238224,2316,1531943811478326190,base_link,97310.0280762,0.0
1531943811587495773,2317,1531943811586099311,base_link,97306.9824219,0.0
1531943811671564429,2318,1531943811671178002,base_link,97299.2736816,0.0
1531943811775446047,2319,1531943811774945670,base_link,97296.0266113,0.0
1531943811882217869,2320,1531943811881438103,base_link,97294.5739746,0.0
1531943811977443502,2321,1531943811977085970,base_link,97295.1171875,0.0
1531943812073342376,2322,1531943812073060332,base_link,97295.1171875,0.0
1531943812179766365,2323,1531943812176751843,base_link,97291.4367676,0.0
1531943812284635622,2324,1531943812284243979,base_link,97304.9560547,0.0
1531943812381746193,2325,1531943812381118233,base_link,97286.9445801,0.0
1531943812477946824,2326,1531943812477575853,base_link,97279.9804688,0.0
1531943812576794814,2327,1531943812576093318,base_link,97281.854248,0.0
1531943812657366684,2328,1531943812657096991,base_link,97281.854248,0.0
1531943812787269990,2329,1531943812786655693,base_link,97293.4509277,0.0
1531943812859762154,2330,1531943812859175218,base_link,97293.4509277,0.0
1531943812984677780,2331,1531943812982756812,base_link,97290.5456543,0.0
1531943813088578892,2332,1531943813088191280,base_link,97298.1689453,0.0
1531943813152783452,2333,1531943813152088325,base_link,97298.1689453,0.0
1531943813352967245,2334,1531943813348250697,base_link,97294.0307617,0.0
1531943813388206061,2335,1531943813383748454,base_link,97292.364502,0.0
1531943813451435082,2336,1531943813451006159,base_link,97292.364502,0.0
1531943813573136704,2337,1531943813572788772,base_link,97287.6220703,0.0
1531943813675569483,2338,1531943813673291368,base_link,97288.7145996,0.0
1531943813846865579,2339,1531943813845838136,base_link,97283.8623047,0.0
1531943813891032218,2340,1531943813890628863,base_link,97279.901123,0.0
1531943813974606356,2341,1531943813974316024,base_link,97283.0627441,0.0
1531943814057503352,2342,1531943814051187272,base_link,97283.0627441,0.0
1531943814172574502,2343,1531943814172107819,base_link,97272.1557617,0.0
1531943814272890766,2344,1531943814271753596,base_link,97273.6938477,0.0
1531943814357517213,2345,1531943814357241568,base_link,97273.6938477,0.0
1531943814480495782,2346,1531943814477367374,base_link,97263.848877,0.0
1531943814563962308,2347,1531943814562836466,base_link,97263.848877,0.0
1531943814647924795,2348,1531943814647425218,base_link,97258.6303711,0.0
1531943814777468017,2349,1531943814776973559,base_link,97253.1555176,0.0
1531943814854689598,2350,1531943814854345219,base_link,97253.1555176,0.0
1531943814968568026,2351,1531943814967924835,base_link,97247.4975586,0.0
1531943815060800779,2352,1531943815060427919,base_link,97234.6130371,0.0
1531943815157251143,2353,1531943815155632155,base_link,97234.6130371,0.0
1531943815274817431,2354,1531943815270867977,base_link,97212.3474121,0.0
1531943815374955076,2355,1531943815374299117,base_link,97203.4423828,0.0
1531943815456766489,2356,1531943815456191137,base_link,97203.4423828,0.0
1531943815554196617,2357,1531943815551298893,base_link,97201.8493652,0.0
1531943815659787857,2358,1531943815659456789,base_link,97181.8237305,0.0
1531943815773624433,2359,1531943815773340116,base_link,97170.2392578,0.0
1531943815858922617,2360,1531943815858223714,base_link,97170.2392578,0.0
1531943815975988912,2361,1531943815975007645,base_link,97159.4665527,0.0
1531943816081893943,2362,1531943816080490185,base_link,97159.4665527,0.0
1531943816164145545,2363,1531943816163714382,base_link,97142.4377441,0.0
1531943816257613741,2364,1531943816256246047,base_link,97142.4377441,0.0
1531943816375448286,2365,1531943816374985188,base_link,97133.7341309,0.0
1531943816480121941,2366,1531943816479709882,base_link,97123.638916,0.0
1531943816563565016,2367,1531943816560341280,base_link,97123.638916,0.0
1531943816649987317,2368,1531943816647698834,base_link,97116.3269043,0.0
1531943816766463767,2369,1531943816766022268,base_link,97109.4360352,0.0
1531943816838428427,2370,1531943816838088463,base_link,97104.5349121,0.0
1531943816993821601,2371,1531943816991389856,base_link,97093.6767578,0.0
1531943817055973554,2372,1531943817055536120,base_link,97093.6767578,0.0
1531943817158075628,2373,1531943817157718385,base_link,97086.8896484,0.0
1531943817265922494,2374,1531943817263591355,base_link,97085.5773926,0.0
1531943817380814231,2375,1531943817380413084,base_link,97082.244873,0.0
1531943817452537071,2376,1531943817452119125,base_link,97082.244873,0.0
1531943817576203674,2377,1531943817574348177,base_link,97075.6835938,0.0
1531943817646118249,2378,1531943817645639535,base_link,97075.6835938,0.0
1531943817767799756,2379,1531943817767204468,base_link,97074.395752,0.0
1531943817864792871,2380,1531943817864314509,base_link,97074.395752,0.0
1531943817958663720,2381,1531943817958092912,base_link,97075.982666,0.0
1531943818052711241,2382,1531943818051928883,base_link,97074.822998,0.0
1531943818159122224,2383,1531943818158508727,base_link,97074.0112305,0.0
1531943818254483009,2384,1531943818253792746,base_link,97077.9602051,0.0
1531943818377867442,2385,1531943818377529142,base_link,97080.065918,0.0
1531943818462489419,2386,1531943818461263802,base_link,97084.5153809,0.0
1531943818575828442,2387,1531943818572834688,base_link,97092.4987793,0.0
1531943818673889417,2388,1531943818672733976,base_link,97095.7702637,0.0
1531943818806361384,2389,1531943818805871279,base_link,97097.7294922,0.0
1531943818867457480,2390,1531943818864142866,base_link,97097.7294922,0.0
1531943818964339719,2391,1531943818964021419,base_link,97104.2785645,0.0
1531943819078967112,2392,1531943819078557677,base_link,97108.4899902,0.0
1531943819152089491,2393,1531943819151695192,base_link,97108.4899902,0.0
1531943819249818633,2394,1531943819246030360,base_link,97117.755127,0.0
1531943819392249358,2395,1531943819391896115,base_link,97121.0510254,0.0
1531943819456925859,2396,1531943819456300075,base_link,97121.0510254,0.0
1531943819564365567,2397,1531943819559477341,base_link,97130.7373047,0.0
1531943819688693832,2398,1531943819688395564,base_link,97133.5449219,0.0
1531943819775008685,2399,1531943819774613170,base_link,97139.1784668,0.0
1531943819851074771,2400,1531943819850609785,base_link,97139.1784668,0.0
1531943819974358121,2401,1531943819973743409,base_link,97139.1174316,0.0
1531943820071668422,2402,1531943820069417443,base_link,97145.7702637,0.0
1531943820154373435,2403,1531943820154056351,base_link,97143.7255859,0.0
1531943820251869271,2404,1531943820251566139,base_link,97147.7416992,0.0
1531943820391249351,2405,1531943820390940299,base_link,97156.3964844,0.0
1531943820458664444,2406,1531943820458290944,base_link,97156.3964844,0.0
1531943820553434714,2407,1531943820553050079,base_link,97154.4616699,0.0
1531943820722833586,2408,1531943820719885655,base_link,97160.0463867,0.0
1531943820789937866,2409,1531943820789364914,base_link,97160.4125977,0.0
1531943820882365254,2410,1531943820882001002,base_link,97164.7888184,0.0
1531943820991622447,2411,1531943820991248243,base_link,97166.9250488,0.0
1531943821060497906,2412,1531943821059470815,base_link,97166.9250488,0.0
1531943821164018566,2413,1531943821163641034,base_link,97165.3625488,0.0
1531943821259451902,2414,1531943821259084418,base_link,97165.3503418,0.0
1531943821365606160,2415,1531943821365148278,base_link,97169.909668,0.0
1531943821467950130,2416,1531943821467385945,base_link,97170.7336426,0.0
1531943821557632434,2417,1531943821556596607,base_link,97169.8425293,0.0
1531943821654892628,2418,1531943821654591448,base_link,97173.3093262,0.0
1531943821745917059,2419,1531943821745583111,base_link,97172.668457,0.0
1531943821856502846,2420,1531943821855939589,base_link,97172.9431152,0.0
1531943821975972394,2421,1531943821975435633,base_link,97173.3886719,0.0
1531943822067243352,2422,1531943822066782558,base_link,97173.4802246,0.0
1531943822145400778,2423,1531943822144062587,base_link,97173.7304688,0.0
1531943822236353757,2424,1531943822235171116,base_link,97172.7844238,0.0
1531943822369428323,2425,1531943822369013064,base_link,97176.1413574,0.0
1531943822462145983,2426,1531943822461822819,base_link,97181.8664551,0.0
1531943822558044276,2427,1531943822557751672,base_link,97181.8664551,0.0
1531943822652599130,2428,1531943822651731269,base_link,97182.5683594,0.0
1531943822758412084,2429,1531943822757892122,base_link,97189.263916,0.0
1531943822888248578,2430,1531943822887611338,base_link,97190.2038574,0.0
1531943822966176503,2431,1531943822964832103,base_link,97190.2038574,0.0
1531943823071612950,2432,1531943823071325626,base_link,97196.5209961,0.0
1531943823202253822,2433,1531943823201959714,base_link,97199.041748,0.0
1531943823278122958,2434,1531943823277116443,base_link,97206.3354492,0.0
1531943823369393184,2435,1531943823369005828,base_link,97206.2316895,0.0
1531943823500359555,2436,1531943823499994055,base_link,97208.1176758,0.0
1531943823554999515,2437,1531943823554632800,base_link,97208.1176758,0.0
1531943823669976134,2438,1531943823669016754,base_link,97212.1765137,0.0
1531943823752809120,2439,1531943823752347493,base_link,97212.1765137,0.0
1531943823845870938,2440,1531943823844435916,base_link,97213.873291,0.0
1531943824015921400,2441,1531943824015030659,base_link,97219.4213867,0.0
1531943824070959277,2442,1531943824067997906,base_link,97221.9116211,0.0
1531943824147332057,2443,1531943824147026397,base_link,97221.9116211,0.0
1531943824253123704,2444,1531943824252472224,base_link,97221.2097168,0.0
1531943824375425194,2445,1531943824373685599,base_link,97225.8911133,0.0
1531943824488799530,2446,1531943824488345744,base_link,97230.8288574,0.0
1531943824558876869,2447,1531943824558629000,base_link,97230.8288574,0.0
1531943824652645721,2448,1531943824652068512,base_link,97228.2165527,0.0
1531943824760610204,2449,1531943824759440427,base_link,97236.2854004,0.0
1531943824880455277,2450,1531943824879603031,base_link,97236.2854004,0.0
1531943824989712417,2451,1531943824989224231,base_link,97236.9140625,0.0
1531943825055790734,2452,1531943825054807194,base_link,97236.9140625,0.0
1531943825148747438,2453,1531943825148351987,base_link,97238.0859375,0.0
1531943825244931111,2454,1531943825244574091,base_link,97238.3728027,0.0
1531943825360923306,2455,1531943825360192115,base_link,97241.2719727,0.0
1531943825454123080,2456,1531943825453563791,base_link,97238.2873535,0.0
1531943825555844924,2457,1531943825553100990,base_link,97234.0698242,0.0
1531943825668955363,2458,1531943825668336202,base_link,97236.4379883,0.0
1531943825755600497,2459,1531943825755143095,base_link,97236.4379883,0.0
1531943825859498346,2460,1531943825859089680,base_link,97234.2468262,0.0
1531943825968308455,2461,1531943825968003562,base_link,97235.1928711,0.0
1531943826069894462,2462,1531943826068952810,base_link,97230.6762695,0.0
1531943826162719555,2463,1531943826162372327,base_link,97224.5300293,0.0
1531943826304787143,2464,1531943826304117391,base_link,97224.1516113,0.0
1531943826396892116,2465,1531943826395951392,base_link,97221.2463379,0.0
1531943826457177419,2466,1531943826456840975,base_link,97221.2463379,0.0
1531943826561074215,2467,1531943826560323728,base_link,97218.927002,0.0
1531943826692055796,2468,1531943826691561914,base_link,97217.0776367,0.0
1531943826782041756,2469,1531943826780875818,base_link,97217.0776367,0.0
1531943826890081796,2470,1531943826889740136,base_link,97212.9577637,0.0
1531943826990186415,2471,1531943826989858419,base_link,97210.6933594,0.0
1531943827064215357,2472,1531943827062049944,base_link,97210.6933594,0.0
1531943827199715670,2473,1531943827199171165,base_link,97202.8747559,0.0
1531943827248724153,2474,1531943827248353246,base_link,97202.8747559,0.0
1531943827357387901,2475,1531943827357141568,base_link,97201.8798828,0.0
1531943827459112662,2476,1531943827458459710,base_link,97197.8820801,0.0
1531943827586540627,2477,1531943827580896696,base_link,97199.0112305,0.0
1531943827630780209,2478,1531943827630201624,base_link,97199.0112305,0.0
1531943827761842048,2479,1531943827760638159,base_link,97196.9421387,0.0
1531943827834919963,2480,1531943827834630431,base_link,97195.4650879,0.0
1531943827975938064,2481,1531943827975533749,base_link,97195.8679199,0.0
1531943828063817525,2482,1531943828063040479,base_link,97190.1794434,0.0
1531943828232133981,2483,1531943828231287623,base_link,97190.4907227,0.0
1531943828289675320,2484,1531943828289105407,base_link,97192.199707,0.0
1531943828376760808,2485,1531943828376369517,base_link,97186.8041992,0.0
1531943828470523621,2486,1531943828469170326,base_link,97188.9221191,0.0
1531943828553692869,2487,1531943828553405833,base_link,97188.9221191,0.0
1531943828653988851,2488,1531943828653515544,base_link,97192.4987793,0.0
1531943828802633868,2489,1531943828802103763,base_link,97183.7585449,0.0
1531943828862953286,2490,1531943828862008785,base_link,97183.7585449,0.0
1531943828951832960,2491,1531943828951481508,base_link,97188.8122559,0.0
1531943829034909281,2492,1531943829033878094,base_link,97185.1745605,0.0
1531943829152557788,2493,1531943829151854053,base_link,97189.0808105,0.0
1531943829276325867,2494,1531943829269914874,base_link,97189.2944336,0.0
1531943829362006287,2495,1531943829361618323,base_link,97190.2770996,0.0
1531943829452827731,2496,1531943829452218874,base_link,97187.7319336,0.0
1531943829553022820,2497,1531943829552613673,base_link,97187.5854492,0.0
1531943829646054125,2498,1531943829644601407,base_link,97193.145752,0.0
1531943829762867186,2499,1531943829762587285,base_link,97187.2558594,0.0
1531943829851013719,2500,1531943829850555004,base_link,97192.2241211,0.0
1531943829976768206,2501,1531943829975871353,base_link,97185.6201172,0.0
1531943830048649084,2502,1531943830047051535,base_link,97185.6201172,0.0
1531943830171484954,2503,1531943830170797538,base_link,97191.8151855,0.0
1531943830246602017,2504,1531943830245451727,base_link,97191.8151855,0.0
1531943830365356401,2505,1531943830364945398,base_link,97190.7409668,0.0
1531943830489335617,2506,1531943830487415832,base_link,97185.7727051,0.0
1531943830584309332,2507,1531943830583873690,base_link,97185.4492188,0.0
1531943830668545164,2508,1531943830668214544,base_link,97185.4492188,0.0
1531943830762811144,2509,1531943830759993515,base_link,97188.2080078,0.0
1531943830860986228,2510,1531943830860145535,base_link,97188.2080078,0.0
1531943830955757546,2511,1531943830955268656,base_link,97187.4694824,0.0
1531943831059446997,2512,1531943831057329582,base_link,97187.6953125,0.0
1531943831186111302,2513,1531943831183582149,base_link,97187.7380371,0.0
1531943831274105682,2514,1531943831272990015,base_link,97190.1062012,0.0
1531943831356370339,2515,1531943831355959752,base_link,97190.1062012,0.0
1531943831458563008,2516,1531943831458093606,base_link,97190.6555176,0.0
1531943831575261964,2517,1531943831574924080,base_link,97187.9516602,0.0
1531943831666981162,2518,1531943831666227859,base_link,97187.9516602,0.0
1531943831778779570,2519,1531943831778476501,base_link,97185.1013184,0.0
1531943831876592229,2520,1531943831875906957,base_link,97185.1013184,0.0
1531943831956570546,2521,1531943831954622602,base_link,97185.1135254,0.0
1531943832074967371,2522,1531943832069528717,base_link,97184.7717285,0.0
1531943832176162647,2523,1531943832173654230,base_link,97182.8857422,0.0
1531943832260325971,2524,1531943832259825369,base_link,97182.8857422,0.0
1531943832380870707,2525,1531943832380409369,base_link,97181.2561035,0.0
1531943832458178499,2526,1531943832457532363,base_link,97181.2561035,0.0
1531943832578092587,2527,1531943832577361972,base_link,97185.4431152,0.0
1531943832667864738,2528,1531943832667462951,base_link,97181.9519043,0.0
1531943832766616077,2529,1531943832765525114,base_link,97181.9519043,0.0
1531943832853587431,2530,1531943832853124556,base_link,97182.9589844,0.0
1531943832954272185,2531,1531943832951749240,base_link,97181.5612793,0.0
1531943833063859264,2532,1531943833063416038,base_link,97180.7312012,0.0
1531943833166571612,2533,1531943833166381086,base_link,97179.0710449,0.0
1531943833256628370,2534,1531943833253936019,base_link,97179.0710449,0.0
1531943833356111062,2535,1531943833355630908,base_link,97176.3244629,0.0
1531943833447230271,2536,1531943833446591911,base_link,97175.012207,0.0
1531943833571647603,2537,1531943833571261335,base_link,97176.1047363,0.0
1531943833717092646,2538,1531943833716500461,base_link,97170.8740234,0.0
1531943833775841978,2539,1531943833775271265,base_link,97173.5839844,0.0
1531943833851845275,2540,1531943833851292866,base_link,97173.5839844,0.0
1531943833960637325,2541,1531943833959889974,base_link,97171.9848633,0.0
1531943834078036888,2542,1531943834076595209,base_link,97173.651123,0.0
1531943834197305197,2543,1531943834196921105,base_link,97169.9035645,0.0
1531943834291827599,2544,1531943834291009976,base_link,97171.6491699,0.0
1531943834351134589,2545,1531943834350804609,base_link,97171.6491699,0.0
1531943834475478196,2546,1531943834474750173,base_link,97170.2575684,0.0
1531943834584012268,2547,1531943834583253333,base_link,97169.6228027,0.0
1531943834738573427,2548,1531943834738125176,base_link,97169.4519043,0.0
1531943834786814760,2549,1531943834786396429,base_link,97166.5588379,0.0
1531943834845036036,2550,1531943834844715912,base_link,97166.5588379,0.0
1531943834960789091,2551,1531943834960380648,base_link,97168.1762695,0.0
1531943835056609783,2552,1531943835056220988,base_link,97167.9382324,0.0
1531943835176213355,2553,1531943835172879411,base_link,97169.1162109,0.0
1531943835259660886,2554,1531943835255793221,base_link,97169.1162109,0.0
1531943835407177111,2555,1531943835406118244,base_link,97167.5231934,0.0
1531943835451098817,2556,1531943835450423018,base_link,97167.5231934,0.0
1531943835566332234,2557,1531943835565715346,base_link,97162.8967285,0.0
1531943835681270807,2558,1531943835680296963,base_link,97169.6594238,0.0
1531943835783545117,2559,1531943835782734343,base_link,97163.8183594,0.0
1531943835873686327,2560,1531943835873186045,base_link,97168.7866211,0.0
1531943835972602758,2561,1531943835964908899,base_link,97168.7866211,0.0
1531943836055475481,2562,1531943836054507013,base_link,97168.145752,0.0
1531943836158645943,2563,1531943836158239964,base_link,97170.3186035,0.0
1531943836303572218,2564,1531943836297035530,base_link,97183.3129883,0.0
1531943836379755903,2565,1531943836378742859,base_link,97183.3129883,0.0
1531943836493011395,2566,1531943836490220581,base_link,97184.9609375,0.0
1531943836562402874,2567,1531943836561016491,base_link,97184.9609375,0.0
1531943836676057816,2568,1531943836675476607,base_link,97187.6831055,0.0
1531943836804574435,2569,1531943836804187624,base_link,97188.104248,0.0
1531943836853780687,2570,1531943836852730747,base_link,97188.104248,0.0
1531943836953582389,2571,1531943836953165146,base_link,97188.2141113,0.0
1531943837054541871,2572,1531943837054055893,base_link,97190.9851074,0.0
1531943837165572624,2573,1531943837165267604,base_link,97190.9851074,0.0
1531943837312649565,2574,1531943837312338497,base_link,97189.3798828,0.0
1531943837362396931,2575,1531943837359700708,base_link,97189.3798828,0.0
1531943837444427587,2576,1531943837442751383,base_link,97191.003418,0.0
1531943837563316005,2577,1531943837560824387,base_link,97191.2963867,0.0
1531943837670385110,2578,1531943837669873788,base_link,97185.6201172,0.0
1531943837760175479,2579,1531943837759521151,base_link,97185.6201172,0.0
1531943837846097608,2580,1531943837845687981,base_link,97190.3442383,0.0
1531943837981154342,2581,1531943837980071892,base_link,97185.2722168,0.0
1531943838090010788,2582,1531943838089528010,base_link,97179.1381836,0.0
1531943838156685727,2583,1531943838156388162,base_link,97179.1381836,0.0
1531943838271820593,2584,1531943838271313431,base_link,97177.1850586,0.0
1531943838378723750,2585,1531943838378191884,base_link,97174.9572754,0.0
1531943838458360708,2586,1531943838457642957,base_link,97174.9572754,0.0
1531943838557911314,2587,1531943838557582998,base_link,97177.4536133,0.0
1531943838658338006,2588,1531943838657666142,base_link,97176.574707,0.0
1531943838778626569,2589,1531943838778005873,base_link,97173.6755371,0.0
1531943838854338647,2590,1531943838853670687,base_link,97173.6755371,0.0
1531943838995990825,2591,1531943838995482607,base_link,97173.3337402,0.0
1531943839068579678,2592,1531943839068135971,base_link,97173.3337402,0.0
1531943839163616933,2593,1531943839159190106,base_link,97174.8779297,0.0
1531943839267652095,2594,1531943839267153221,base_link,97179.5532227,0.0
1531943839385724688,2595,1531943839382529303,base_link,97179.5532227,0.0
1531943839454052057,2596,1531943839453482496,base_link,97177.4353027,0.0
1531943839611546735,2597,1531943839611123380,base_link,97176.3671875,0.0
1531943839660475969,2598,1531943839660030566,base_link,97176.3671875,0.0
1531943839754016666,2599,1531943839753711197,base_link,97168.3654785,0.0
1531943839858011252,2600,1531943839857429659,base_link,97168.3654785,0.0
1531943839955382943,2601,1531943839954714983,base_link,97172.7294922,0.0
1531943840053321668,2602,1531943840052980584,base_link,97170.2575684,0.0
1531943840199475398,2603,1531943840193643020,base_link,97174.1760254,0.0
1531943840286378352,2604,1531943840285809143,base_link,97172.7844238,0.0
1531943840353762310,2605,1531943840353324299,base_link,97172.7844238,0.0
1531943840479391998,2606,1531943840479013251,base_link,97173.3276367,0.0
1531943840555556426,2607,1531943840554887922,base_link,97175.7019043,0.0
1531943840727259609,2608,1531943840725473646,base_link,97175.4516602,0.0
1531943840781273167,2609,1531943840778970891,base_link,97180.1086426,0.0
1531943840926577819,2610,1531943840926230815,base_link,97178.1982422,0.0
1531943840948165208,2611,1531943840947815260,base_link,97178.1982422,0.0
1531943841046249117,2612,1531943841045940928,base_link,97178.8818359,0.0
1531943841146322027,2613,1531943841145927440,base_link,97174.5239258,0.0
1531943841274132589,2614,1531943841273748593,base_link,97179.0466309,0.0
1531943841346058669,2615,1531943841345702481,base_link,97179.0466309,0.0
1531943841452439568,2616,1531943841451963189,base_link,97177.746582,0.0
1531943841568861882,2617,1531943841564018932,base_link,97181.2805176,0.0
1531943841662675987,2618,1531943841659285244,base_link,97181.9274902,0.0
1531943841760108450,2619,1531943841759591496,base_link,97180.9326172,0.0
1531943841886806864,2620,1531943841884239951,base_link,97187.8173828,0.0
1531943841961861163,2621,1531943841959977858,base_link,97187.8173828,0.0
1531943842073261715,2622,1531943842072822136,base_link,97189.0136719,0.0
1531943842191557641,2623,1531943842191085839,base_link,97192.8466797,0.0
1531943842273436756,2624,1531943842272900827,base_link,97192.8466797,0.0
1531943842373351911,2625,1531943842372613744,base_link,97191.3391113,0.0
1531943842525648550,2626,1531943842525046573,base_link,97195.9533691,0.0
1531943842589843716,2627,1531943842589124237,base_link,97192.4194336,0.0
1531943842650508973,2628,1531943842649215741,base_link,97192.4194336,0.0
1531943842782869179,2629,1531943842782242626,base_link,97189.2272949,0.0
1531943842857006882,2630,1531943842855714162,base_link,97189.2272949,0.0
1531943842959727571,2631,1531943842959256185,base_link,97197.0458984,0.0
1531943843078709507,2632,1531943843078163146,base_link,97198.9746094,0.0
1531943843154092989,2633,1531943843153861024,base_link,97198.9746094,0.0
1531943843275508209,2634,1531943843274995383,base_link,97203.6010742,0.0
1531943843362017062,2635,1531943843361476077,base_link,97203.6010742,0.0
1531943843445749405,2636,1531943843445228291,base_link,97200.2380371,0.0
1531943843558512184,2637,1531943843558252795,base_link,97203.7719727,0.0
1531943843670529532,2638,1531943843669803109,base_link,97203.7719727,0.0
