%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1531943810883182331,2310,1531943810882826784,base_link,60.04,0.0
1531943810958558103,2311,1531943810958133181,base_link,60.04,0.0
1531943811062925506,2312,1531943811061840688,base_link,60.03,0.0
1531943811153422272,2313,1531943811153166979,base_link,60.02,0.0
1531943811245081006,2314,1531943811244522581,base_link,60.01,0.0
1531943811366109030,2315,1531943811365744011,base_link,59.99,0.0
1531943811483151441,2316,1531943811478326190,base_link,59.98,0.0
1531943811587158562,2317,1531943811586099311,base_link,59.97,0.0
1531943811671505837,2318,1531943811671178002,base_link,59.96,0.0
1531943811775219202,2319,1531943811774945670,base_link,59.95,0.0
1531943811881723283,2320,1531943811881438103,base_link,59.94,0.0
1531943811977339791,2321,1531943811977085970,base_link,59.93,0.0
1531943812073276393,2322,1531943812073060332,base_link,59.93,0.0
1531943812179683422,2323,1531943812176751843,base_link,59.92,0.0
1531943812284621734,2324,1531943812284243979,base_link,59.9,0.0
1531943812381423541,2325,1531943812381118233,base_link,59.89,0.0
1531943812477870345,2326,1531943812477575853,base_link,59.88,0.0
1531943812576782078,2327,1531943812576093318,base_link,59.87,0.0
1531943812657325276,2328,1531943812657096991,base_link,59.87,0.0
1531943812787241126,2329,1531943812786655693,base_link,59.85,0.0
1531943812859705579,2330,1531943812859175218,base_link,59.85,0.0
1531943812984618453,2331,1531943812982756812,base_link,59.83,0.0
1531943813088579372,2332,1531943813088191280,base_link,59.82,0.0
1531943813152765116,2333,1531943813152088325,base_link,59.82,0.0
1531943813352947181,2334,1531943813348250697,base_link,59.8,0.0
1531943813384227904,2335,1531943813383748454,base_link,59.79,0.0
1531943813451422730,2336,1531943813451006159,base_link,59.79,0.0
1531943813573111136,2337,1531943813572788772,base_link,59.78,0.0
1531943813675445388,2338,1531943813673291368,base_link,59.76,0.0
1531943813846797004,2339,1531943813845838136,base_link,59.75,0.0
1531943813890935547,2340,1531943813890628863,base_link,59.74,0.0
1531943813974551669,2341,1531943813974316024,base_link,59.73,0.0
1531943814057484857,2342,1531943814051187272,base_link,59.73,0.0
1531943814172515526,2343,1531943814172107819,base_link,59.72,0.0
1531943814272856622,2344,1531943814271753596,base_link,59.7,0.0
1531943814357481885,2345,1531943814357241568,base_link,59.7,0.0
1531943814480474310,2346,1531943814477367374,base_link,59.68,0.0
1531943814563945572,2347,1531943814562836466,base_link,59.68,0.0
1531943814647919099,2348,1531943814647425218,base_link,59.67,0.0
1531943814777211668,2349,1531943814776973559,base_link,59.65,0.0
1531943814854623327,2350,1531943814854345219,base_link,59.65,0.0
1531943814968224095,2351,1531943814967924835,base_link,59.64,0.0
1531943815060817739,2352,1531943815060427919,base_link,59.62,0.0
1531943815157147272,2353,1531943815155632155,base_link,59.62,0.0
1531943815274752920,2354,1531943815270867977,base_link,59.6,0.0
1531943815374635624,2355,1531943815374299117,base_link,59.59,0.0
1531943815456400094,2356,1531943815456191137,base_link,59.59,0.0
1531943815554148713,2357,1531943815551298893,base_link,59.58,0.0
1531943815659739185,2358,1531943815659456789,base_link,59.56,0.0
1531943815773597265,2359,1531943815773340116,base_link,59.55,0.0
1531943815858587518,2360,1531943815858223714,base_link,59.55,0.0
1531943815975984145,2361,1531943815975007645,base_link,59.53,0.0
1531943816081813656,2362,1531943816080490185,base_link,59.53,0.0
1531943816164131849,2363,1531943816163714382,base_link,59.5,0.0
1531943816257647949,2364,1531943816256246047,base_link,59.5,0.0
1531943816375282976,2365,1531943816374985188,base_link,59.49,0.0
1531943816480052246,2366,1531943816479709882,base_link,59.48,0.0
1531943816563548696,2367,1531943816560341280,base_link,59.48,0.0
1531943816647947247,2368,1531943816647698834,base_link,59.47,0.0
1531943816766418583,2369,1531943816766022268,base_link,59.46,0.0
1531943816838420427,2370,1531943816838088463,base_link,59.45,0.0
1531943816993743394,2371,1531943816991389856,base_link,59.42,0.0
1531943817055966866,2372,1531943817055536120,base_link,59.42,0.0
1531943817158019053,2373,1531943817157718385,base_link,59.41,0.0
1531943817265902558,2374,1531943817263591355,base_link,59.4,0.0
1531943817380772887,2375,1531943817380413084,base_link,59.39,0.0
1531943817452485200,2376,1531943817452119125,base_link,59.39,0.0
1531943817576119131,2377,1531943817574348177,base_link,59.36,0.0
1531943817646084298,2378,1531943817645639535,base_link,59.36,0.0
1531943817767756397,2379,1531943817767204468,base_link,59.35,0.0
1531943817864762791,2380,1531943817864314509,base_link,59.35,0.0
1531943817958648489,2381,1531943817958092912,base_link,59.34,0.0
1531943818052688489,2382,1531943818051928883,base_link,59.32,0.0
1531943818159054257,2383,1531943818158508727,base_link,59.32,0.0
1531943818254414722,2384,1531943818253792746,base_link,59.31,0.0
1531943818377853458,2385,1531943818377529142,base_link,59.3,0.0
1531943818462462443,2386,1531943818461263802,base_link,59.29,0.0
1531943818575781883,2387,1531943818572834688,base_link,59.27,0.0
1531943818673821194,2388,1531943818672733976,base_link,59.26,0.0
1531943818806228650,2389,1531943818805871279,base_link,59.25,0.0
1531943818867442153,2390,1531943818864142866,base_link,59.25,0.0
1531943818964266568,2391,1531943818964021419,base_link,59.24,0.0
1531943819078895273,2392,1531943819078557677,base_link,59.22,0.0
1531943819152018772,2393,1531943819151695192,base_link,59.22,0.0
1531943819249793961,2394,1531943819246030360,base_link,59.21,0.0
1531943819392192207,2395,1531943819391896115,base_link,59.19,0.0
1531943819456863684,2396,1531943819456300075,base_link,59.19,0.0
1531943819564343232,2397,1531943819559477341,base_link,59.18,0.0
1531943819688622601,2398,1531943819688395564,base_link,59.17,0.0
1531943819774982094,2399,1531943819774613170,base_link,59.16,0.0
1531943819850986036,2400,1531943819850609785,base_link,59.16,0.0
1531943819974318473,2401,1531943819973743409,base_link,59.15,0.0
1531943820071585127,2402,1531943820069417443,base_link,59.14,0.0
1531943820154313916,2403,1531943820154056351,base_link,59.13,0.0
1531943820251821816,2404,1531943820251566139,base_link,59.12,0.0
1531943820391233032,2405,1531943820390940299,base_link,59.11,0.0
1531943820458593757,2406,1531943820458290944,base_link,59.11,0.0
1531943820553385306,2407,1531943820553050079,base_link,59.1,0.0
1531943820722574965,2408,1531943820719885655,base_link,59.08,0.0
1531943820789772716,2409,1531943820789364914,base_link,59.07,0.0
1531943820882342374,2410,1531943820882001002,base_link,59.06,0.0
1531943820991547312,2411,1531943820991248243,base_link,59.05,0.0
1531943821060482258,2412,1531943821059470815,base_link,59.05,0.0
1531943821163935495,2413,1531943821163641034,base_link,59.04,0.0
1531943821259311424,2414,1531943821259084418,base_link,59.04,0.0
1531943821365536433,2415,1531943821365148278,base_link,59.03,0.0
1531943821467933266,2416,1531943821467385945,base_link,59.02,0.0
1531943821557614931,2417,1531943821556596607,base_link,59.01,0.0
1531943821654879924,2418,1531943821654591448,base_link,59.0,0.0
1531943821745845124,2419,1531943821745583111,base_link,59.0,0.0
1531943821856334688,2420,1531943821855939589,base_link,58.99,0.0
1531943821975910539,2421,1531943821975435633,base_link,58.97,0.0
1531943822067233944,2422,1531943822066782558,base_link,58.97,0.0
1531943822145386379,2423,1531943822144062587,base_link,58.96,0.0
1531943822236279134,2424,1531943822235171116,base_link,58.95,0.0
1531943822369407779,2425,1531943822369013064,base_link,58.95,0.0
1531943822462092832,2426,1531943822461822819,base_link,58.93,0.0
1531943822557958933,2427,1531943822557751672,base_link,58.93,0.0
1531943822652569850,2428,1531943822651731269,base_link,58.92,0.0
1531943822758303541,2429,1531943822757892122,base_link,58.91,0.0
1531943822888238018,2430,1531943822887611338,base_link,58.89,0.0
1531943822966158135,2431,1531943822964832103,base_link,58.89,0.0
1531943823071570999,2432,1531943823071325626,base_link,58.88,0.0
1531943823202198207,2433,1531943823201959714,base_link,58.87,0.0
1531943823277899761,2434,1531943823277116443,base_link,58.86,0.0
1531943823369376192,2435,1531943823369005828,base_link,58.85,0.0
1531943823500321379,2436,1531943823499994055,base_link,58.84,0.0
1531943823554983004,2437,1531943823554632800,base_link,58.84,0.0
1531943823669957094,2438,1531943823669016754,base_link,58.83,0.0
1531943823752612962,2439,1531943823752347493,base_link,58.83,0.0
1531943823845835291,2440,1531943823844435916,base_link,58.82,0.0
1531943824015897240,2441,1531943824015030659,base_link,58.8,0.0
1531943824069648253,2442,1531943824067997906,base_link,58.8,0.0
1531943824147391096,2443,1531943824147026397,base_link,58.8,0.0
1531943824253115064,2444,1531943824252472224,base_link,58.79,0.0
1531943824375405258,2445,1531943824373685599,base_link,58.77,0.0
1531943824488759563,2446,1531943824488345744,base_link,58.77,0.0
1531943824558855589,2447,1531943824558629000,base_link,58.77,0.0
1531943824652628121,2448,1531943824652068512,base_link,58.75,0.0
1531943824759757319,2449,1531943824759440427,base_link,58.74,0.0
1531943824880417581,2450,1531943824879603031,base_link,58.74,0.0
1531943824989690657,2451,1531943824989224231,base_link,58.72,0.0
1531943825055714479,2452,1531943825054807194,base_link,58.72,0.0
1531943825148685455,2453,1531943825148351987,base_link,58.71,0.0
1531943825244921479,2454,1531943825244574091,base_link,58.7,0.0
1531943825360908266,2455,1531943825360192115,base_link,58.7,0.0
1531943825454082344,2456,1531943825453563791,base_link,58.69,0.0
1531943825555843964,2457,1531943825553100990,base_link,58.67,0.0
1531943825668923619,2458,1531943825668336202,base_link,58.67,0.0
1531943825755544082,2459,1531943825755143095,base_link,58.67,0.0
1531943825859474347,2460,1531943825859089680,base_link,58.66,0.0
1531943825968241736,2461,1531943825968003562,base_link,58.65,0.0
1531943826069417028,2462,1531943826068952810,base_link,58.64,0.0
1531943826162636964,2463,1531943826162372327,base_link,58.62,0.0
1531943826304756167,2464,1531943826304117391,base_link,58.61,0.0
1531943826396843221,2465,1531943826395951392,base_link,58.61,0.0
1531943826457136812,2466,1531943826456840975,base_link,58.61,0.0
1531943826560948808,2467,1531943826560323728,base_link,58.6,0.0
1531943826691934581,2468,1531943826691561914,base_link,58.58,0.0
1531943826781986556,2469,1531943826780875818,base_link,58.58,0.0
1531943826890016421,2470,1531943826889740136,base_link,58.57,0.0
1531943826990065488,2471,1531943826989858419,base_link,58.56,0.0
1531943827064162398,2472,1531943827062049944,base_link,58.56,0.0
1531943827199602775,2473,1531943827199171165,base_link,58.54,0.0
1531943827248648314,2474,1531943827248353246,base_link,58.54,0.0
1531943827357346366,2475,1531943827357141568,base_link,58.53,0.0
1531943827459067511,2476,1531943827458459710,base_link,58.53,0.0
1531943827586523379,2477,1531943827580896696,base_link,58.51,0.0
1531943827630578931,2478,1531943827630201624,base_link,58.51,0.0
1531943827761811297,2479,1531943827760638159,base_link,58.5,0.0
1531943827834905979,2480,1531943827834630431,base_link,58.49,0.0
1531943827975830865,2481,1531943827975533749,base_link,58.48,0.0
1531943828063635959,2482,1531943828063040479,base_link,58.47,0.0
1531943828232063293,2483,1531943828231287623,base_link,58.46,0.0
1531943828289649400,2484,1531943828289105407,base_link,58.45,0.0
1531943828376620650,2485,1531943828376369517,base_link,58.44,0.0
1531943828470530437,2486,1531943828469170326,base_link,58.44,0.0
1531943828553639494,2487,1531943828553405833,base_link,58.44,0.0
1531943828653922131,2488,1531943828653515544,base_link,58.43,0.0
1531943828802547118,2489,1531943828802103763,base_link,58.41,0.0
1531943828862901574,2490,1531943828862008785,base_link,58.41,0.0
1531943828951802208,2491,1531943828951481508,base_link,58.4,0.0
1531943829034832994,2492,1531943829033878094,base_link,58.39,0.0
1531943829152526236,2493,1531943829151854053,base_link,58.39,0.0
1531943829276303980,2494,1531943829269914874,base_link,58.38,0.0
1531943829361932464,2495,1531943829361618323,base_link,58.37,0.0
1531943829452752116,2496,1531943829452218874,base_link,58.36,0.0
1531943829552989412,2497,1531943829552613673,base_link,58.35,0.0
1531943829646038029,2498,1531943829644601407,base_link,58.35,0.0
1531943829762780083,2499,1531943829762587285,base_link,58.34,0.0
1531943829850776698,2500,1531943829850555004,base_link,58.33,0.0
1531943829976630287,2501,1531943829975871353,base_link,58.32,0.0
1531943830048629340,2502,1531943830047051535,base_link,58.32,0.0
1531943830171469818,2503,1531943830170797538,base_link,58.3,0.0
1531943830245937673,2504,1531943830245451727,base_link,58.3,0.0
1531943830365322001,2505,1531943830364945398,base_link,58.29,0.0
1531943830489296545,2506,1531943830487415832,base_link,58.27,0.0
1531943830584202294,2507,1531943830583873690,base_link,58.27,0.0
1531943830668461101,2508,1531943830668214544,base_link,58.27,0.0
1531943830762782632,2509,1531943830759993515,base_link,58.26,0.0
1531943830860927157,2510,1531943830860145535,base_link,58.26,0.0
1531943830955717067,2511,1531943830955268656,base_link,58.24,0.0
1531943831059194264,2512,1531943831057329582,base_link,58.24,0.0
1531943831185657708,2513,1531943831183582149,base_link,58.22,0.0
1531943831273485657,2514,1531943831272990015,base_link,58.21,0.0
1531943831356340675,2515,1531943831355959752,base_link,58.21,0.0
1531943831458526273,2516,1531943831458093606,base_link,58.21,0.0
1531943831575198349,2517,1531943831574924080,base_link,58.19,0.0
1531943831666951786,2518,1531943831666227859,base_link,58.19,0.0
1531943831778716242,2519,1531943831778476501,base_link,58.17,0.0
1531943831876527685,2520,1531943831875906957,base_link,58.17,0.0
1531943831956551570,2521,1531943831954622602,base_link,58.16,0.0
1531943832070251972,2522,1531943832069528717,base_link,58.16,0.0
1531943832176144023,2523,1531943832173654230,base_link,58.14,0.0
1531943832260280404,2524,1531943832259825369,base_link,58.14,0.0
1531943832380686293,2525,1531943832380409369,base_link,58.13,0.0
1531943832457752808,2526,1531943832457532363,base_link,58.13,0.0
1531943832577741999,2527,1531943832577361972,base_link,58.11,0.0
1531943832667789123,2528,1531943832667462951,base_link,58.1,0.0
1531943832766605549,2529,1531943832765525114,base_link,58.1,0.0
1531943832853521447,2530,1531943832853124556,base_link,58.09,0.0
1531943832954188474,2531,1531943832951749240,base_link,58.09,0.0
1531943833063719554,2532,1531943833063416038,base_link,58.08,0.0
1531943833166557884,2533,1531943833166381086,base_link,58.06,0.0
1531943833256593651,2534,1531943833253936019,base_link,58.06,0.0
1531943833356069270,2535,1531943833355630908,base_link,58.06,0.0
1531943833447206239,2536,1531943833446591911,base_link,58.05,0.0
1531943833571630259,2537,1531943833571261335,base_link,58.04,0.0
1531943833716985927,2538,1531943833716500461,base_link,58.03,0.0
1531943833775755195,2539,1531943833775271265,base_link,58.02,0.0
1531943833851787612,2540,1531943833851292866,base_link,58.02,0.0
1531943833960601293,2541,1531943833959889974,base_link,58.01,0.0
1531943834077927769,2542,1531943834076595209,base_link,58.0,0.0
1531943834197200622,2543,1531943834196921105,base_link,57.99,0.0
1531943834291265237,2544,1531943834291009976,base_link,57.98,0.0
1531943834351049566,2545,1531943834350804609,base_link,57.98,0.0
1531943834475458452,2546,1531943834474750173,base_link,57.96,0.0
1531943834583651248,2547,1531943834583253333,base_link,57.96,0.0
1531943834738479636,2548,1531943834738125176,base_link,57.95,0.0
1531943834786752649,2549,1531943834786396429,base_link,57.94,0.0
1531943834844981316,2550,1531943834844715912,base_link,57.94,0.0
1531943834960748196,2551,1531943834960380648,base_link,57.93,0.0
1531943835056525880,2552,1531943835056220988,base_link,57.93,0.0
1531943835176191051,2553,1531943835172879411,base_link,57.91,0.0
1531943835257092245,2554,1531943835255793221,base_link,57.91,0.0
1531943835407133719,2555,1531943835406118244,base_link,57.9,0.0
1531943835450759238,2556,1531943835450423018,base_link,57.9,0.0
1531943835566299179,2557,1531943835565715346,base_link,57.89,0.0
1531943835681228119,2558,1531943835680296963,base_link,57.88,0.0
1531943835783506430,2559,1531943835782734343,base_link,57.87,0.0
1531943835873665111,2560,1531943835873186045,base_link,57.86,0.0
1531943835972562150,2561,1531943835964908899,base_link,57.86,0.0
1531943836054831777,2562,1531943836054507013,base_link,57.85,0.0
1531943836158572792,2563,1531943836158239964,base_link,57.85,0.0
1531943836303516955,2564,1531943836297035530,base_link,57.83,0.0
1531943836379721696,2565,1531943836378742859,base_link,57.83,0.0
1531943836491222168,2566,1531943836490220581,base_link,57.81,0.0
1531943836562402106,2567,1531943836561016491,base_link,57.81,0.0
1531943836676019513,2568,1531943836675476607,base_link,57.8,0.0
1531943836804494308,2569,1531943836804187624,base_link,57.79,0.0
1531943836853231093,2570,1531943836852730747,base_link,57.79,0.0
1531943836953556630,2571,1531943836953165146,base_link,57.79,0.0
1531943837054421392,2572,1531943837054055893,base_link,57.77,0.0
1531943837165506481,2573,1531943837165267604,base_link,57.77,0.0
1531943837312577854,2574,1531943837312338497,base_link,57.76,0.0
1531943837362347716,2575,1531943837359700708,base_link,57.76,0.0
1531943837444405155,2576,1531943837442751383,base_link,57.75,0.0
1531943837562592141,2577,1531943837560824387,base_link,57.74,0.0
1531943837670324342,2578,1531943837669873788,base_link,57.73,0.0
1531943837760123192,2579,1531943837759521151,base_link,57.73,0.0
1531943837846032681,2580,1531943837845687981,base_link,57.72,0.0
1531943837980766219,2581,1531943837980071892,base_link,57.71,0.0
1531943838089994308,2582,1531943838089528010,base_link,57.7,0.0
1531943838156611840,2583,1531943838156388162,base_link,57.7,0.0
1531943838271717490,2584,1531943838271313431,base_link,57.68,0.0
1531943838378686470,2585,1531943838378191884,base_link,57.68,0.0
1531943838458312741,2586,1531943838457642957,base_link,57.68,0.0
1531943838557850003,2587,1531943838557582998,base_link,57.67,0.0
1531943838658060665,2588,1531943838657666142,base_link,57.66,0.0
1531943838778580426,2589,1531943838778005873,base_link,57.65,0.0
1531943838854266360,2590,1531943838853670687,base_link,57.65,0.0
1531943838995970857,2591,1531943838995482607,base_link,57.63,0.0
1531943839068549375,2592,1531943839068135971,base_link,57.63,0.0
1531943839163538726,2593,1531943839159190106,base_link,57.62,0.0
1531943839267563008,2594,1531943839267153221,base_link,57.61,0.0
1531943839385339957,2595,1531943839382529303,base_link,57.61,0.0
1531943839453772412,2596,1531943839453482496,base_link,57.61,0.0
1531943839611467152,2597,1531943839611123380,base_link,57.59,0.0
1531943839660468097,2598,1531943839660030566,base_link,57.59,0.0
1531943839754006842,2599,1531943839753711197,base_link,57.58,0.0
1531943839857907190,2600,1531943839857429659,base_link,57.58,0.0
1531943839955318528,2601,1531943839954714983,base_link,57.57,0.0
1531943840053258596,2602,1531943840052980584,base_link,57.56,0.0
1531943840199424646,2603,1531943840193643020,base_link,57.55,0.0
1531943840286346673,2604,1531943840285809143,base_link,57.54,0.0
1531943840353706758,2605,1531943840353324299,base_link,57.54,0.0
1531943840479275488,2606,1531943840479013251,base_link,57.53,0.0
1531943840555167695,2607,1531943840554887922,base_link,57.52,0.0
1531943840727210809,2608,1531943840725473646,base_link,57.51,0.0
1531943840779848640,2609,1531943840778970891,base_link,57.51,0.0
1531943840926501948,2610,1531943840926230815,base_link,57.5,0.0
1531943840948125208,2611,1531943840947815260,base_link,57.5,0.0
1531943841046223101,2612,1531943841045940928,base_link,57.49,0.0
1531943841146276364,2613,1531943841145927440,base_link,57.48,0.0
1531943841274058381,2614,1531943841273748593,base_link,57.47,0.0
1531943841345997582,2615,1531943841345702481,base_link,57.47,0.0
1531943841452185715,2616,1531943841451963189,base_link,57.46,0.0
1531943841568823450,2617,1531943841564018932,base_link,57.46,0.0
1531943841662931760,2618,1531943841659285244,base_link,57.45,0.0
1531943841760051138,2619,1531943841759591496,base_link,57.44,0.0
1531943841886733713,2620,1531943841884239951,base_link,57.43,0.0
1531943841961819308,2621,1531943841959977858,base_link,57.43,0.0
1531943842073225748,2622,1531943842072822136,base_link,57.42,0.0
1531943842191477962,2623,1531943842191085839,base_link,57.41,0.0
1531943842273423380,2624,1531943842272900827,base_link,57.41,0.0
1531943842373325511,2625,1531943842372613744,base_link,57.4,0.0
1531943842525592998,2626,1531943842525046573,base_link,57.38,0.0
1531943842589813093,2627,1531943842589124237,base_link,57.37,0.0
1531943842649732855,2628,1531943842649215741,base_link,57.37,0.0
1531943842782539295,2629,1531943842782242626,base_link,57.36,0.0
1531943842856896260,2630,1531943842855714162,base_link,57.36,0.0
1531943842959564469,2631,1531943842959256185,base_link,57.36,0.0
1531943843078657444,2632,1531943843078163146,base_link,57.34,0.0
1531943843154068222,2633,1531943843153861024,base_link,57.34,0.0
1531943843275443282,2634,1531943843274995383,base_link,57.33,0.0
1531943843361989767,2635,1531943843361476077,base_link,57.33,0.0
1531943843445561215,2636,1531943843445228291,base_link,57.32,0.0
1531943843558484888,2637,1531943843558252795,base_link,57.31,0.0
1531943843670016354,2638,1531943843669803109,base_link,57.31,0.0
