%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1531943810887628258,981,1531943810886923691,map,-109.620780945,43.7174758911,35.6059951782,0.430355280624,0.0100020537959,-0.00634773302409,-0.902581850939
1531943811116123452,982,1531943811115416485,map,-105.221359253,43.8451194763,35.8698158264,0.192815652867,0.0357816614945,-0.0586542927737,-0.978826578434
1531943811371233829,983,1531943811370583181,map,-100.818092346,43.9329071045,36.4081230164,0.192815652867,0.0357816614945,-0.0586542927737,-0.978826578434
1531943811636340014,984,1531943811635830869,map,-95.8231506348,43.7655906677,37.2472991943,-0.115040466481,0.0463108334785,-0.108915435493,-0.986285164486
1531943811895495267,985,1531943811894824780,map,-91.3335113525,43.6272544861,38.2012329102,0.0893909549218,0.0853818927019,-0.110568628532,-0.986150986392
1531943812113013359,986,1531943812112339640,map,-87.6285476685,43.7214012146,38.9936447144,0.222648565727,0.0928291957041,-0.0904932205825,-0.966240825899
1531943812398005410,987,1531943812396912496,map,-83.621963501,44.1259307861,39.7082595825,0.222648565727,0.0928291957041,-0.0904932205825,-0.966240825899
1531943812633620362,988,1531943812632502936,map,-79.3293762207,44.9022903442,40.191116333,0.297462736201,0.099476162262,-0.109967832473,-0.943147649912
1531943812864309905,989,1531943812862993633,map,-75.4616928101,46.0278968811,40.5210494995,0.352863325419,0.136949070677,-0.177656852116,-0.908388941209
1531943813109871709,990,1531943813109222693,map,-71.4755401611,47.8259277344,40.8297271729,0.352863325419,0.136949070677,-0.177656852116,-0.908388941209
1531943813389366879,991,1531943813388664615,map,-67.8253097534,50.3763847351,41.1514091492,0.374671410681,0.217356371889,-0.299898862849,-0.849963654328
1531943813612126417,992,1531943813611524344,map,-64.8854141235,53.4401741028,41.4838981628,0.374671410681,0.217356371889,-0.299898862849,-0.849963654328
1531943813923008387,993,1531943813922365868,map,-62.0315170288,58.0231018066,42.0148010254,0.350326033984,0.275605336072,-0.383530294025,-0.808837364497
1531943814131831050,994,1531943814126899433,map,-60.7842445374,61.0536689758,42.358039856,0.328264529387,0.322558127562,-0.472648891994,-0.751532885499
1531943814364074954,995,1531943814360188987,map,-59.6871871948,65.7629470825,42.9032554626,0.288277570057,0.367327244058,-0.551564230681,-0.691190015703
1531943814614490435,996,1531943814612860248,map,-59.5545768738,70.5927963257,43.5567474365,0.288277570057,0.367327244058,-0.551564230681,-0.691190015703
1531943814858536941,997,1531943814858095603,map,-60.3907737732,74.9908599854,44.2956771851,0.226108829297,0.40992685242,-0.650250186156,-0.598338924342
1531943815107518556,998,1531943815106963843,map,-61.9672622681,79.1377639771,45.1064147949,0.162997675495,0.416341107835,-0.721099750799,-0.529251347762
1531943815378326810,999,1531943815377851392,map,-64.6019287109,83.4819030762,46.2656974792,0.162997675495,0.416341107835,-0.721099750799,-0.529251347762
1531943815637398860,1000,1531943815636565047,map,-67.3780517578,86.6330032349,47.520778656,0.0330060528884,0.385235395776,-0.816158322496,-0.429406430941
1531943815874298807,1001,1531943815873723166,map,-70.6170959473,89.5313034058,49.0556526184,0.0330060528884,0.385235395776,-0.816158322496,-0.429406430941
1531943816104743479,1002,1531943816103645957,map,-73.3603210449,91.6921157837,50.4147224426,-0.0612180059232,0.252949559137,-0.893310599603,-0.366421954745
1531943816392750212,1003,1531943816391807408,map,-76.9339904785,94.4541549683,52.3516769409,-0.11635226086,0.138773124259,-0.923312717668,-0.338670631689
1531943816604848527,1004,1531943816603919162,map,-79.1874313354,96.2289962769,53.5786972046,-0.135001096802,0.00524643866948,-0.943464530681,-0.302691027436
1531943816835653262,1005,1531943816834986710,map,-81.814201355,98.3607025146,54.7921142578,-0.135001096802,0.00524643866948,-0.943464530681,-0.302691027436
1531943817063529843,1006,1531943817062488800,map,-84.14037323,100.31224823,55.6612472534,-0.120410275198,-0.078030566597,-0.938085196585,-0.315291548017
1531943817332930386,1007,1531943817332274746,map,-86.998626709,102.855514526,56.5694274902,-0.120410275198,-0.078030566597,-0.938085196585,-0.315291548017
1531943817595853506,1008,1531943817595285417,map,-89.5426712036,105.283409119,57.0589370728,-0.0556786382508,-0.127272692989,-0.926922025484,-0.348593042866
1531943817831271533,1009,1531943817829215079,map,-91.6390914917,107.32975769,57.1470947266,-0.0556786382508,-0.127272692989,-0.926922025484,-0.348593042866
1531943818049420275,1010,1531943818048106723,map,-93.7495574951,109.418373108,57.0013275146,-0.00197314584217,-0.123409281308,-0.929073440411,-0.348695853583
1531943818269596483,1011,1531943818269009258,map,-96.0466995239,111.707237244,56.6184654236,-0.00197314584217,-0.123409281308,-0.929073440411,-0.348695853583
1531943818538489871,1012,1531943818537815640,map,-98.5428924561,114.216346741,56.0312995911,0.0653923579899,-0.0776975450902,-0.920358733498,-0.377659545991
1531943818844593832,1013,1531943818843300248,map,-101.458930969,117.217048645,55.2112426758,0.0814520408563,-0.0719549181385,-0.910180871773,-0.399698430638
1531943818989358988,1014,1531943818988711444,map,-103.017150879,118.843208313,54.7274780273,0.0814520408563,-0.0719549181385,-0.910180871773,-0.399698430638
1531943819241724974,1015,1531943819240705979,map,-105.35735321,121.302146912,53.9972038269,0.0814520408563,-0.0719549181385,-0.910180871773,-0.399698430638
1531943819467666236,1016,1531943819467100611,map,-107.585716248,123.630584717,53.3413391113,0.0863112826833,-0.0558918428228,-0.913955466735,-0.392570846107
1531943819742075978,1017,1531943819740810170,map,-110.494499207,126.633705139,52.5616378784,0.0768037873199,-0.0448940891266,-0.913821740625,-0.396251845897
1531943819970513529,1018,1531943819969671172,map,-112.776489258,128.973022461,52.0253181458,0.0768037873199,-0.0448940891266,-0.913821740625,-0.396251845897
1531943820188806957,1019,1531943820188256211,map,-115.329681396,131.574615479,51.5381164551,0.051835994526,-0.0299329499903,-0.911901219173,-0.406021199751
1531943820428193657,1020,1531943820427512162,map,-117.675979614,133.982696533,51.1982269287,0.051835994526,-0.0299329499903,-0.911901219173,-0.406021199751
1531943820727556535,1021,1531943820726709730,map,-120.830917358,137.266296387,50.8597602844,0.0122765907784,-0.052398385312,-0.913086877537,-0.404198031421
1531943820984056685,1022,1531943820983062586,map,-123.276321411,139.886749268,50.6886329651,-0.0100312075736,-0.0644028404225,-0.909754500285,-0.409998046619
1531943821175626901,1023,1531943821175029916,map,-125.475906372,142.318237305,50.5463523865,-0.0100312075736,-0.0644028404225,-0.909754500285,-0.409998046619
1531943821451493856,1024,1531943821450283151,map,-127.93838501,145.202972412,50.406414032,-0.0359607367602,-0.0930630747422,-0.894863034326,-0.435047398943
1531943821662111930,1025,1531943821659120127,map,-129.72883606,147.478485107,50.347202301,-0.0359607367602,-0.0930630747422,-0.894863034326,-0.435047398943
1531943821957269780,1026,1531943821956010116,map,-132.231307983,150.948547363,50.2453117371,-0.0693332454536,-0.131677714354,-0.87977736302,-0.451492715484
1531943822134907341,1027,1531943822134243477,map,-133.628448486,153.041778564,50.1279754639,-0.0788608710061,-0.155485473236,-0.861064977945,-0.4776738787
1531943822374104073,1028,1531943822373412689,map,-135.333328247,155.839355469,49.8725204468,-0.0788608710061,-0.155485473236,-0.861064977945,-0.4776738787
1531943822610075532,1029,1531943822609448724,map,-136.968582153,159.085723877,49.4912528992,-0.109862275803,-0.218550198799,-0.821868478427,-0.514488381917
1531943822892013843,1030,1531943822891083614,map,-138.198776245,162.495513916,49.0504302979,-0.175076457204,-0.280464773769,-0.766780525503,-0.550213931591
1531943823170281740,1031,1531943823167559693,map,-139.017059326,166.355712891,48.5595474243,-0.175076457204,-0.280464773769,-0.766780525503,-0.550213931591
1531943823372462713,1032,1531943823371858977,map,-139.298339844,169.574615479,48.1311569214,-0.202447951103,-0.284013785223,-0.70997486401,-0.611789742781
1531943823604333558,1033,1531943823603963355,map,-139.22303772,172.858337402,47.6512069702,-0.222732750323,-0.278384418963,-0.639194795186,-0.681411953974
1531943823874392056,1034,1531943823873999165,map,-138.551315308,177.042175293,47.001663208,-0.222732750323,-0.278384418963,-0.639194795186,-0.681411953974
1531943824119744207,1035,1531943824119085592,map,-137.378494263,180.570861816,46.4723625183,-0.287166219124,-0.250010375907,-0.552910122932,-0.741161770798
1531943824398236687,1036,1531943824397529655,map,-135.252380371,184.471954346,45.9764480591,-0.287166219124,-0.250010375907,-0.552910122932,-0.741161770798
1531943824611711061,1037,1531943824611175483,map,-133.105575562,187.272003174,45.6730384827,-0.334036320489,-0.200836844244,-0.468174497615,-0.793030225383
1531943824886328612,1038,1531943824885688652,map,-129.989120483,190.24520874,45.3556404114,-0.334036320489,-0.200836844244,-0.468174497615,-0.793030225383
1531943825115906469,1039,1531943825115467851,map,-126.644317627,192.503204346,45.1421775818,-0.377779402925,-0.150180297242,-0.364711062948,-0.837683974783
1531943825331480791,1040,1531943825330983677,map,-123.55166626,194.00491333,45.0269546509,-0.377779402925,-0.150180297242,-0.364711062948,-0.837683974783
1531943825606807141,1041,1531943825604371267,map,-118.912025452,195.508911133,45.0306854248,-0.369282210772,-0.0819867090152,-0.27319136168,-0.884463288247
1531943825856964746,1042,1531943825856066901,map,-114.789199829,196.250793457,45.2076263428,-0.327582733336,-0.0186024538567,-0.197462556324,-0.923770556134
1531943826076241296,1043,1531943826075125437,map,-110.721214294,196.562927246,45.5466918945,-0.28279444154,0.0270577565659,-0.154935634879,-0.94619772283
1531943826335932294,1044,1531943826334801460,map,-107.001068115,196.598205566,45.9513893127,-0.28279444154,0.0270577565659,-0.154935634879,-0.94619772283
1531943826571842242,1045,1531943826568875654,map,-102.364624023,196.457397461,46.5076637268,-0.15794653605,0.0581509896241,-0.0963330542547,-0.98101544168
1531943826807452641,1046,1531943826806602124,map,-98.784286499,196.285949707,46.9640541077,-0.15794653605,0.0581509896241,-0.0963330542547,-0.98101544168
1531943827071193063,1047,1531943827069499420,map,-94.6407165527,196.072631836,47.5478782654,-0.0449488463651,0.0697503208853,-0.0551096638347,-0.995026340807
1531943827330874244,1048,1531943827330267628,map,-90.5663070679,195.904388428,48.0698318481,0.0228263635623,0.0679611159993,-0.0406595458038,-0.996597734883
1531943827577220486,1049,1531943827576634349,map,-86.819442749,195.798156738,48.512588501,0.0228263635623,0.0679611159993,-0.0406595458038,-0.996597734883
1531943827819910516,1050,1531943827813735744,map,-83.1068191528,195.758087158,48.9030075073,0.0660374103262,0.0583754813027,-0.050313769036,-0.994836613854
1531943828019416728,1051,1531943828018379812,map,-79.7098617554,195.780609131,49.1608734131,0.0660374103262,0.0583754813027,-0.050313769036,-0.994836613854
1531943828296745441,1052,1531943828296101641,map,-75.7475585937,195.893554688,49.3335533142,0.0842481858079,0.0452104414144,-0.0707723061237,-0.992899561819
1531943828526110873,1053,1531943828523809653,map,-72.0467376709,196.131195068,49.4428634644,0.0842481858079,0.0452104414144,-0.0707723061237,-0.992899561819
1531943828797579659,1054,1531943828796340442,map,-68.0010528564,196.531280518,49.4713668823,0.110580212483,0.0254510013005,-0.0868808235329,-0.9897353109
1531943829003774784,1055,1531943829000523624,map,-64.5904083252,196.921844482,49.4320297241,0.0636345595785,0.0149446024873,-0.105159367404,-0.992304796487
1531943829230393792,1056,1531943829229632905,map,-60.8312759399,197.391815186,49.3869018555,0.0636345595785,0.0149446024873,-0.105159367404,-0.992304796487
1531943829459587072,1057,1531943829458834729,map,-57.3119812012,197.851196289,49.3495140076,4.95975664359e-05,-0.00818831984887,-0.128623831466,-0.991659648739
1531943829675958941,1058,1531943829674793420,map,-53.765460968,198.310943604,49.3120651245,4.95975664359e-05,-0.00818831984887,-0.128623831466,-0.991659648739
1531943829948099054,1059,1531943829947547893,map,-49.5252571106,198.827575684,49.2397575378,-0.0411953023505,-0.0196113052937,-0.12295935401,-0.991362366156
1531943830169506866,1060,1531943830168670204,map,-45.8240890503,199.255737305,49.1432647705,-0.0411953023505,-0.0196113052937,-0.12295935401,-0.991362366156
1531943830370362995,1061,1531943830369536158,map,-42.4073181152,199.607666016,49.1073036194,-0.0705203179902,-0.0128141969661,-0.0836716188944,-0.993912340852
1531943830626585198,1062,1531943830625857559,map,-38.0175704956,199.978851318,49.0917625427,-0.0705203179902,-0.0128141969661,-0.0836716188944,-0.993912340852
1531943830874192018,1063,1531943830872934082,map,-33.5255279541,200.242858887,49.0101928711,-0.0766937688667,-0.0201003599378,-0.0179994952454,-0.99668955022
1531943831156191029,1064,1531943831155781242,map,-28.6892871857,200.366119385,48.9141845703,-0.0941950445477,-0.00460902482526,-0.00685058555384,-0.995519522636
1531943831349807539,1065,1531943831349278042,map,-25.6645908356,200.351257324,48.9195671082,-0.0941950445477,-0.00460902482526,-0.00685058555384,-0.995519522636
1531943831580160336,1066,1531943831579304251,map,-21.4643669128,200.27166748,49.0878410339,-0.0544891368912,0.0212331967645,-0.0324654352626,-0.997760532808
1531943831829524261,1067,1531943831828495249,map,-17.2588405609,200.223754883,49.3842086792,0.0085846498301,0.0184710876475,-0.0368389020588,-0.999113616164
1531943832076840468,1068,1531943832075792673,map,-13.1399059296,200.223205566,49.6037826538,0.0085846498301,0.0184710876475,-0.0368389020588,-0.999113616164
1531943832362083673,1069,1531943832360488172,map,-7.88561868668,200.212524414,49.7144050598,0.000571770916874,0.00336108071606,-0.00943639218232,-0.999949664092
1531943832531923775,1070,1531943832530217043,map,-4.72972393036,200.19430542,49.7215003967,-0.00961954650897,-0.00428181037559,-0.0148627383833,-0.999834100955
1531943832795881831,1071,1531943832792812109,map,-0.231013417244,200.165496826,49.7921333313,-0.0199080765306,0.00452644778712,-0.0258803766909,-0.999456545259
1531943833029048552,1072,1531943833028359825,map,3.63696360588,200.138946533,49.9148216248,-0.0199080765306,0.00452644778712,-0.0258803766909,-0.999456545259
1531943833261990481,1073,1531943833257987426,map,7.8897356987,200.111022949,50.0813179016,-0.00803591337437,0.00922100910135,-0.0208721848059,-0.999707331667
1531943833489341630,1074,1531943833488772805,map,12.0960388184,200.06149292,50.2421073914,-0.00803591337437,0.00922100910135,-0.0208721848059,-0.999707331667
1531943833732862693,1075,1531943833732324524,map,15.9071941376,200.003051758,50.3041191101,-0.0184991119388,-0.00415731623699,-0.0278165808122,-0.999433208079
1531943833965270165,1076,1531943833964446559,map,20.1395511627,199.968505859,50.3425102234,0.0205092757256,-0.00715729215932,-0.0306804079299,-0.999293177875
1531943834232267203,1077,1531943834231779913,map,24.6805000305,199.984283447,50.3816452026,0.0205092757256,-0.00715729215932,-0.0306804079299,-0.999293177875
1531943834478136788,1078,1531943834477608218,map,28.8897686005,200.032287598,50.4036483765,0.027407632172,-0.0166241088737,-0.0145158148658,-0.999380684135
1531943834778556557,1079,1531943834777759638,map,34.1428604126,200.071502686,50.4849433899,-0.0343195080879,-0.013054813579,-0.0172573414577,-0.999176624713
1531943834955872095,1080,1531943834954955978,map,37.2827835083,200.051483154,50.5329704285,-0.0343195080879,-0.013054813579,-0.0172573414577,-0.999176624713
1531943835173488140,1081,1531943835171894367,map,41.0409622192,200.004638672,50.5609588623,-0.0429518380496,-0.00946656388702,-0.0375324313663,-0.998327020756
1531943835425253179,1082,1531943835424711650,map,45.2097549438,199.924713135,50.6210174561,-0.0252831549471,-0.0111588769846,-0.0322502212485,-0.99909767529
1531943835616782886,1083,1531943835615651380,map,48.6925010681,199.846618652,50.6710891724,-0.0252831549471,-0.0111588769846,-0.0322502212485,-0.99909767529
1531943835879959115,1084,1531943835879428273,map,53.5698738098,199.704437256,50.5445556641,0.0175959097341,-0.0137416769714,-0.0314316897149,-0.999256523199
1531943836107748384,1085,1531943836107369508,map,57.3974189758,199.574462891,50.2186660767,-0.0127168710724,-0.0110762965841,-0.0609873697323,-0.997996060903
1531943836377597145,1086,1531943836376832931,map,61.5900268555,199.471984863,49.8561820984,-0.0127168710724,-0.0110762965841,-0.0609873697323,-0.997996060903
1531943836583516154,1087,1531943836582497638,map,65.5202636719,199.435394287,49.5416717529,0.00856143858684,-0.025148003174,-0.0579148772756,-0.997968008854
1531943836825931872,1088,1531943836824940044,map,70.1435317993,199.428375244,49.2510185242,0.00856143858684,-0.025148003174,-0.0579148772756,-0.997968008854
1531943837037942136,1089,1531943837037218240,map,74.2038040161,199.457611084,49.0917930603,0.0152356874208,-0.0174705900922,-0.0478172483486,-0.998587083369
1531943837315824886,1090,1531943837315194334,map,79.021156311,199.568115234,49.0019645691,0.0152356874208,-0.0174705900922,-0.0478172483486,-0.998587083369
1531943837528975684,1091,1531943837528468906,map,83.0301589966,199.688079834,49.0306129456,0.0265087356199,-0.00958428285045,-0.0288784466904,-0.999185400101
1531943837789918608,1092,1531943837788867708,map,88.2853775024,199.871307373,49.1852149963,0.0265087356199,-0.00958428285045,-0.0288784466904,-0.999185400101
1531943838017884299,1093,1531943838017474672,map,91.9982376099,200.009063721,49.3697357178,0.00599779224047,0.012910692836,-0.0459856589306,-0.998840657799
1531943838233865723,1094,1531943838233128708,map,96.3910598755,200.168792725,49.580657959,-0.00185803060121,0.00956441350938,-0.0528220235838,-0.998556409794
1531943838494641326,1095,1531943838492562759,map,100.796966553,200.333496094,49.7829627991,-0.00185803060121,0.00956441350938,-0.0528220235838,-0.998556409794
1531943838762614475,1096,1531943838760446181,map,105.927566528,200.506103516,49.9196853638,-0.0347861145137,0.01073964843,-0.0525819073988,-0.997952769024
1531943839043960519,1097,1531943839043019026,map,110.930267334,200.601379395,50.044002533,-0.050426987226,0.0124392219145,-0.0357964048934,-0.998008518057
1531943839216681381,1098,1531943839216238891,map,113.837562561,200.613220215,50.1470069885,-0.050426987226,0.0124392219145,-0.0357964048934,-0.998008518057
1531943839467750740,1099,1531943839467129339,map,118.916740417,200.541595459,50.315032959,-0.0596497125096,0.00395580717235,-0.0387404407503,-0.997459493733
1531943839717645264,1100,1531943839716964536,map,123.255889893,200.426025391,50.3084640503,-0.0596497125096,0.00395580717235,-0.0387404407503,-0.997459493733
1531943839959501517,1101,1531943839958729239,map,127.634925842,200.258636475,50.3046913147,-0.0909923259196,0.00244630937336,-0.0471092664893,-0.994733697632
1531943840246260659,1102,1531943840245657690,map,133.125640869,199.936523437,50.2366104126,-0.0909923259196,0.00244630937336,-0.0471092664893,-0.994733697632
1531943840487893304,1103,1531943840487159617,map,137.092773438,199.551025391,50.1326370239,-0.138008451557,-0.00677296701645,0.0037490214549,-0.99040079718
1531943840745129410,1104,1531943840742507329,map,141.432006836,198.918792725,49.9977607727,-0.209982178952,0.0049403774512,0.0178140569504,-0.977530427439
1531943840973760708,1105,1531943840973174955,map,146.151611328,197.941192627,49.8826179504,-0.209982178952,0.0049403774512,0.0178140569504,-0.977530427439
1531943841216263491,1106,1531943841215611947,map,150.083648682,196.881439209,49.7938575745,-0.234522007195,0.0197490572946,0.0426370695869,-0.970974501815
1531943841449927726,1107,1531943841449192279,map,154.365737915,195.475891113,49.6277275085,-0.234522007195,0.0197490572946,0.0426370695869,-0.970974501815
1531943841668361967,1108,1531943841667674519,map,158.263381958,193.942718506,49.3750152588,-0.279774558643,0.0150815692838,0.118337870189,-0.952625262673
1531943841927781444,1109,1531943841926549235,map,162.749923706,191.749603271,49.0360183716,-0.312339089506,0.0373657718104,0.170016802444,-0.933885634942
1531943842195758935,1110,1531943842195208222,map,167.306976318,188.76461792,48.7935829163,-0.337207539807,0.0800413700879,0.231885187069,-0.908907978945
1531943842456196934,1111,1531943842454038176,map,171.278015137,185.361022949,48.6615524292,-0.337207539807,0.0800413700879,0.231885187069,-0.908907978945
1531943842655601840,1112,1531943842655152790,map,173.90473938,182.759399414,48.4932479858,-0.364063530863,0.103370822776,0.296368115961,-0.876891189564
1531943842882971147,1113,1531943842882395154,map,176.865737915,179.443786621,48.1867904663,-0.35769093965,0.10578755164,0.364884621677,-0.853068226155
1531943843136348018,1114,1531943843133183928,map,179.810333252,175.502838135,47.8160209656,-0.35769093965,0.10578755164,0.364884621677,-0.853068226155
1531943843378414338,1115,1531943843376945940,map,182.653884888,170.466033936,47.4510345459,-0.350661852524,0.138840440103,0.454092437604,-0.80719245257
